Date Updated,Agency,Contracting Office Agency ID,Agency Office Name,Agency Office ID,Funding Agency Name,Funding Agency ID,Funding Office Name,Funding Office ID,Contract Date Signed,Award Status,Award Type,Modification Number,Procurement Identifier,Modification Reason, Ceiling Value , Value ,NAICS Code,NAICS Description,Performance Start Date,Product/Service Code,Product/Service Description,Description of Requirements,Vendor Entity ID,Vendor Legal Business Name,Vendor Business Types,Vendor Certifications,Congressional District,Vendor Socio-Economic Data,Vendor Zip+4,FPDS Source
2/13/25,Department of Health and Human Services,7590,ACF OFFICE OF GOVERNMENT CONTRACT,75ACF1,ADMINISTRATION FOR CHILDREN AND FAM,7590,ADMIN FOR CHILDREN FAMILIES (ACF),759001,1/23/25,Final,Delivery/Task Order,P00003,75ACF123F80067,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $965,862.00 "," $627,371.00 ",541519,OTHER COMPUTER RELATED SERVICES,9/30/23,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICA,"The purpose of this unilateral modification is to Terminate for the
(Limit 250 characters) Government's
convenience.",PPMBFPRXNAJ9,"AUGUST SCHELL ENTERPRISES, INC.","Corporate Entity, Not Tax Exempt",,MARYLAND 08,,208521631,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7590&PIID=75ACF123F80067&modNumber=P00003&idvAgencyID=&idvPIID=NNG15SD80B&contractType=AWARD
1/28/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,1/22/25,Final,Delivery/Task Order,P00007,7529 75N98022F00226,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $6,993,172.00 "," $670,742.00 ",541330,ENGINEERING SERVICES,9/4/22,R499,SUPPORT- PROFESSIONAL: OTHER,"The purpose of this contract is to support the Chief Officer for
Scientific Workforce Diversity (COSWD) and the NIH UNITE Working
Group of the Steering Committee (formerly the UNITE Initiative) in
it k f ti i l di b t t li it d t t",QHBLBNKKV4U3,"ICF INCORPORATED, L.L.C.","For Profit Organization
Limited Liability Corporation",,VIRGINIA 11,,201905231,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98022F00226&modNumber=P00007&idvAgencyID=&idvPIID=GS00Q14OADU119&contractType=AWARD
1/23/25,Department of Health and Human Services,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,CENTERS FOR MEDICARE AND MEDICAID,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,1/23/25,Final,Delivery/Task Order,P00014,75FCMC20F0119,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $8,160,515.00 "," $1,107,841.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/20,R499,SUPPORT- PROFESSIONAL: OTHER,"Diversity, Equity, and Inclusion Consulting Services",CKV2L9GZKJK3,DELOITTE CONSULTING LLP,Partnership or Limited Liability Partnership,,VIRGINIA 08,,222091742,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC20F0119&modNumber=P00014&idvAgencyID=&idvPIID=GS02F0130W&contractType=AWARD
2/26/25,Department of Health and Human Services,7526,HRSA HEADQUARTERS,75R602,HEALTH RESOURCES AND SERVICES ADM,7526,HRSA HEADQUARTERS,75R602,2/25/25,Final,Delivery/Task Order,P00008,75R60221F80131,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $2,853,331.00 "," $1,313,306.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/29/21,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEV,BHW Peer Learning Teams Collaborative.,NU22NBG67C17,"INTEGRATED WORK STRATEGIES, LLC","Corporate Entity, Not Tax Exempt
Limited Liability Corporation",,COLORADO 02,"Women-Owned Business
Women-Owned Small Business",803026729,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60221F80131&modNumber=P00008&idvAgencyID=&idvPIID=GS10F0187W&contractType=AWARD
2/24/25,Department of Health and Human Services,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,CENTERS FOR MEDICARE AND MEDICAID,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,2/27/25,Final,Delivery/Task Order,P00006,75FCMC23F0143,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,448,919.00 "," $1,339,969.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/15/23,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,"Acquisition, Coordination, and Tactical Support (ACTS) 13th
(Limit 250 characters)
Statement of Work.",J7H2GBCDCLY6,"SYSTEMS PLUS, INC.","Corporate Entity, Not Tax Exempt",,MARYLAND 08,,208506266,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC23F0143&modNumber=P00006&idvAgencyID=&idvPIID=47QRAA21D00AT&contractType=AWARD
2/21/25,Department of Health and Human Services,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,FOOD AND DRUG ADMINISTRATION,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,2/20/25,Final,Definitive Contract,P00005,75F40123C00098,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,493,909.00 "," $1,471,169.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/15/23,R499,SUPPORT- PROFESSIONAL: OTHER,"Technical Review and Analysis Support with Management Support
Services to ORA Offices and District Offices in Conducting Field
Current: 137
Activities",G6WGYB8SKE53,"TEKPRO SUPPORT SERVICES, LLC","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",TEXAS 23,"Alaskan Native Corporation Owned Firm
American Indian Owned
Minority-Owned Business
Native American Owned",782484534,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40123C00098&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD
2/18/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH NEI,75N98B,2/7/25,Final,Delivery/Task Order,P00009,75N98023F00161,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,072,075.00 "," $1,591,262.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/15/23,R699,SUPPORT- ADMINISTRATIVE: OTHER,Consulting Services,KFUCN3L37946,"SCHULER SOLUTIONS, LLC","Corporate Entity, Not Tax Exempt
Limited Liability Corporation
For Profit Organization",,VIRGINIA 08,"Minority-Owned Business
Hispanic American Owned",223052513,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023F00161&modNumber=P00009&idvAgencyID=&idvPIID=47QRAA18D001Z&contractType=AWARD
2/13/25,Department of Health and Human Services,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,CENTERS FOR DISEASE CONTROL AND PR,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,2/19/25,Final,BPA Call,P00003,75D30123F17296,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $2,703,184.00 "," $1,708,999.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/30/23,R499,SUPPORT- PROFESSIONAL: OTHER,Partially exercise option year 1,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,Partnership or Limited Liability Partnership,,VIRGINIA 08,,222091742,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123F17296&modNumber=P00003&idvAgencyID=&idvPIID=75D30121A10023&contractType=AWARD
2/26/25,Department of Health and Human Services,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,CENTERS FOR DISEASE CONTROL AND PR,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,2/25/25,Final,Definitive Contract,P00002,75D30123C17591,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $2,999,626.00 "," $1,864,377.00 ",541618,OTHER MANAGEMENT CONSULTING SERVICES,8/21/23,R499,SUPPORT- PROFESSIONAL: OTHER,OSH HE Facilitation and Training,ZDMJM1T8SCD3,K.L. SCOTT & ASSOCIATES LLC,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
SBA Certified HUBZone Firm
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",GEORGIA 05,"Minority-Owned Business
Black American Owned",303031400,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17591&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
2/13/25,Department of Health and Human Services,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,CENTERS FOR DISEASE CONTROL AND PR,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,2/28/25,Final,Delivery/Task Order,P00001,75D30124F19690,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $2,813,064.00 "," $2,246,961.00 ",562910,REMEDIATION SERVICES,9/30/24,R499,SUPPORT- PROFESSIONAL: OTHER,EOI::Defend the Spend::EOI Notice of Termination for Convenience,TR5DTXQ2UVP3,ADVANCED TECHNOLOGIES AND LABO,"Corporate Entity, Not Tax Exempt",,MARYLAND 06,Asian-Pacific American Owned,208781461,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30124F19690&modNumber=P00001&idvAgencyID=&idvPIID=GS00F067CA&contractType=AWARD
2/26/25,Department of Health and Human Services,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,CENTERS FOR DISEASE CONTROL AND PR,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,2/26/25,Final,Definitive Contract,P00002,75D30123C17432,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $4,377,246.00 "," $2,255,850.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",9/29/23,R499,SUPPORT- PROFESSIONAL: OTHER,OSH/EPI Support,CL84PKGLECJ4,"VERITAS MANAGEMENT GROUP, INC.","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",GEORGIA 06,"Minority-Owned Business
Black American Owned
Women-Owned Business
Women-Owned Small Business",300044527,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17432&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
1/29/25,Department of Health and Human Services,7570,PROGRAM SUPPORT CENTER ACQ MGMT,75P001,OFFICE OF THE ASSISTANT SECRETARY F,7570,PROGRAM SUPPORT CENTER ACQ MGMT,75P001,12/20/23,Final,Delivery/Task Order,P00001,75P00122F80225,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $3,526,434.00 "," $2,670,813.00 ",541613,MARKETING CONSULTING SERVICES,9/29/22,R499,SUPPORT- PROFESSIONAL: OTHER,EEODI DEIA PROGRAM,L5L8ZT8Q74T8,"AWL STRATEGIES, LLC",Partnership or Limited Liability Partnership,"DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Women-Owned Business
Women-Owned Small Business
For Profit Organization
Subchapter S Corporation",209102113,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7570&PIID=75P00122F80225&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA22D0014&contractType=AWARD
2/23/25,Department of Health and Human Services,,ACF OFFICE OF GOVERNMENT CONTRACTING SERVICES,,,,,,21-Feb-25,,PURCHASE ORDER,P00002,75ACF124P00006,," $4,228,805.00 "," $2,895,361.00 ",541611,MANAGEMENT CONSULTING SERVICES,,R499,OTHER,ADMINISTRATIVE SUPPORT- MANAGEMENT AND GENERAL PROFESSIONAL:,J2DBH63BPDN3,"KONIAG IT SYSTEMS, LLC",,,,,995035801,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=75ACF124P00006&x=0&y=0
2/23/25,Department of Health and Human Services,,GSA/FAS/PSHC/PROF SRVCS SCHED-PSS,,,,,,,,FSS,,47QRAA18D00FZ,," $4,158,335.00 "," $3,026,297.00 ",541611,GENERAL MANAGEMENT CONSULTING SERVICES,,U006,EDUCATION/TRAINING- VOCATIONAL/TECHNICAL,ADMINISTRATIVE MANAGEMENT AND,KGJUK3TUQ416,"BIZZELL GROUP LLC, THE",,,,,207852230,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=47QRAA18D00FZ&x=6&y=8
2/13/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,2/12/25,Final,Delivery/Task Order,P00002,75N98023F00331,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,557,345.00 "," $3,319,845.00 ",541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHN",9/29/23,R699,SUPPORT- ADMINISTRATIVE: OTHER,Equity Assessment of Existing Program Policies of ACF,DMHDNDCPWUD1,THE MITRE CORPORATION,"Corporate Entity, Tax Exempt",,VIRGINIA 11,Non Profit Organization,221027539,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98023F00331&modNumber=P00002&idvAgencyID=&idvPIID=75FCMC18D0047&contractType=AWARD
1/29/25,Department of Health and Human Services,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,CENTERS FOR MEDICARE AND MEDICAID,7530,OFC OF ACQUISITION AND GRANTS MGMT,75FCMC,1/27/25,Final,Delivery/Task Order,P00001,75FCMC24F0190,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $4,204,520.00 "," $3,480,151.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/15/24,R499,SUPPORT- PROFESSIONAL: OTHER,Organizational Culture Change,WWJ1T5X92AL4,"AGILEXTENDED, LLC","Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",GEORGIA 05,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned
Women-Owned Business
Women-Owned Small Business
Women-Owned Small Business (WOSB) Joint Venture eligible under
the WOSB Program
All Awards
For Profit Organization
Limited Liability Corporation",300304721,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7530&PIID=75FCMC24F0190&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA24D002K&contractType=AWARD
2/13/25,Department of Health and Human Services,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,CENTERS FOR DISEASE CONTROL AND PR,7523,CDC OFFICE OF ACQUISITION SERVICES,75D301,2/27/25,Final,Definitive Contract,P00002,75D30123C17071,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,249,243.00 "," $3,536,263.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,7/12/23,R499,SUPPORT- PROFESSIONAL: OTHER,,L6EGSSQUATW9,GOLDBELT PROFESSIONAL SERVICES,"Corporate Entity, Not Tax Exempt","SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",VIRGINIA 03,"Alaskan Native Corporation Owned Firm
Minority-Owned Business
Native American Owned",233202640,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7523&PIID=75D30123C17071&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD
2/26/25,Department of Health and Human Services,7526,HRSA HEADQUARTERS,75R602,HEALTH RESOURCES AND SERVICES ADM,7526,NATIONAL HANSENS DISEASE PROGRAM,75R601,2/25/25,Final,Purchase Order,P00004,75R60224P00018,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $4,529,499.00 "," $3,835,906.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/22/24,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,"Bureau of Health Workforce Organizational Development - BHW92 C
5368",UAFMCFTGUDE1,"THE PARNIN GROUP, LLC",Sole Proprietorship,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",VIRGINIA 08,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",223011086,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224P00018&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD
2/26/25,Department of Health and Human Services,7526,HRSA HEADQUARTERS,75R602,HEALTH RESOURCES AND SERVICES ADM,7526,HRSA HEADQUARTERS,75R602,2/25/25,Final,Delivery/Task Order,P00004,75R60223F80091,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $4,100,000.00 "," $4,100,000.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/7/23,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICA,BHW100 C 5802 Community Health Worker Training Program (CHWTP),J1K7GK6LMJD5,"CALCO ENTERPRISES, LLC",Sole Proprietorship,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Black American Owned",208323064,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60223F80091&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA21D0013&contractType=AWARD
2/26/25,Department of Health and Human Services,7526,HRSA HEADQUARTERS,75R602,HEALTH RESOURCES AND SERVICES ADM,7526,HRSA HEADQUARTERS,75R602,2/26/25,Final,Delivery/Task Order,P00002,75R60224F80153,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,160,091.00 "," $5,125,201.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/27/24,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,HAB86 C 6027 Chart Abstraction of RWHAP Recipient Clinical Data,UJMMR3K2CDK6,MATHEMATICA INC.,"For Profit Organization
Subchapter S Corporation",,DISTRICT OF COLUMBIA 98,,200024893,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60224F80153&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD
2/23/25,Department of Health and Human Services,,GOVERNMENT CONTRACTING SERVICES,,ACF OFFICE OF,,,,23-Feb-25,,PURCHASE ORDER,P00003,75ACF124P00001,," $6,868,188.00 "," $5,573,191.00 ",541611,MANAGEMENT CONSULTING SERVICES,,R499,PROFESSIONAL: OTHER,ADMINISTRATIVE SUPPORT- MANAGEMENT AND GENERAL,LE5DMBV7HME5,"KONIAG PROFESSIONAL SERVICES, LLC",,,,,995035801,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=75ACF124P00001&x=24&y=17
2/26/25,Department of Health and Human Services,7526,HRSA HEADQUARTERS,75R602,HEALTH RESOURCES AND SERVICES ADM,7526,HRSA HEADQUARTERS,75R602,2/25/25,Final,Delivery/Task Order,P00003,75R60225F80006,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL)," $5,576,945.00 "," $5,576,945.00 ",541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,11/15/24,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,BHW93 C 6949 National Health Service Corps LRP Evaluation,NVUWAFWQ57S5,"WESTAT, INC.","Corporate Entity, Tax Exempt",,MARYLAND 08,,208503129,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7526&PIID=75R60225F80006&modNumber=P00003&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD
2/7/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTE OF HEALTH NIH-OD,75N98E,2/28/25,Final,Delivery/Task Order,0,75N98025F00006,," $2,750.00 ", $-   ,812930,PARKING LOTS AND GARAGES,2/1/25,M1LZ,OPERATION OF PARKING FACILITIES,Parking Services,G29KDW2SZRJ5,"MID-ATLANTIC SERVICES GROUP, INC","Corporate Entity, Not Tax Exempt","DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",MARYLAND 08,"Minority-Owned Business
Subcontinent Asian (Asian-Indian) American Owned",209012341,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00006&modNumber=0&idvAgencyID=&idvPIID=75N98021D00012&contractType=AWARD
2/7/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTE OF HEALTH NIH-OD,75N98E,2/12/25,Final,Delivery/Task Order,0,75N98025F00007,," $7,519.00 ", $-   ,541940,VETERINARY SERVICES,8/12/19,R416,SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CA,"JS TECHNOLOGY, INC:1172021 [25-000556]
(Limit 250 characters)
Current: 38",KMX3WTNMLNM5,"JS TECHNOLOGY, INC","Corporate Entity, Not Tax Exempt",,VIRGINIA 11,"Service-Disabled Veteran-Owned Business
Veteran-Owned Business",220393413,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00007&modNumber=0&idvAgencyID=&idvPIID=75N98019D00044&contractType=AWARD
2/21/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH NIAID,75N930,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH NIAID,75N930,8/28/24,Final,Delivery/Task Order,0,75N93024F00369,," $28,912.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,8/28/24,U009,EDUCATION/TRAINING- GENERAL,DEA EXECUTIVE PRESENCE TRAINING,KUJQTU8HZNM4,TRANSFORMATIONAL PERFORMANCE,Sole Proprietorship,Self-Certified Small Disadvantaged Business,OHIO 02,"Service-Disabled Veteran-Owned Business
Veteran-Owned Business",451022690,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N93024F00369&modNumber=0&idvAgencyID=&idvPIID=47QRAA24D005U&contractType=AWARD
2/28/25,Department of Health and Human Services,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,FOOD AND DRUG ADMINISTRATION,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,2/22/24,Final,BPA Call,0,75F40124F19092,," $39,083.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,2/22/24,R406,SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELO,Executive Coaching Services for OCD/OEP,PEGRG88NN3T8,"EAGLE HILL CONSULTING, LLC","Corporate Entity, Not Tax Exempt",,VIRGINIA 08,Women-Owned Business,222023418,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F19092&modNumber=0&idvAgencyID=&idvPIID=75F40122A00009&contractType=AWARD
2/26/25,Department of Health and Human Services,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,FOOD AND DRUG ADMINISTRATION,7524,FDA OFFICE OF ACQ GRANT SVCS,75F401,9/27/24,Final,Delivery/Task Order,P00001,7524 75F40124F80158,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE," $39,355.00 ", $-   ,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,9/13/24,U099,EDUCATION/TRAINING- OTHER,Staff College - Crucial Learning Student Licenses,FDM2V5EM7K95,"INSIGHT MANAGEMENT CONSULTING,","Corporate Entity, Not Tax Exempt",,MARYLAND 05,,211142621,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7524&PIID=75F40124F80158&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0220R&contractType=AWARD
2/7/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,2/28/25,Final,Delivery/Task Order,0,75N98025F00001,," $51,137.00 ", $-   ,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTU,2/28/25,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMEN",IIJA Mask Earloop Level 3,LEAHPMLEVXB1,"NEW YORK EMBROIDERY STUDIO, INC","Corporate Entity, Not Tax Exempt",SBA-Certified Women-Owned Small Business,NEW YORK 10,"Women-Owned Business
Women-Owned Small Business",112202521,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00001&modNumber=0&idvAgencyID=&idvPIID=75N98024D00063&contractType=AWARD
2/7/25,Department of Health and Human Services,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH OLAO,75N980,2/18/25,Final,Delivery/Task Order,0,75N98025F00004,," $61,464.00 ", $-   ,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,12/1/20,8115,"BOXES, CARTONS, AND CRATES",MPW Boxes,V8XMA6WJFGQ6,ADVANT-EDGE SOLUTIONS OF MIDDLE,"Corporate Entity, Not Tax Exempt",,DELAWARE 00,"Women-Owned Business
Women-Owned Small Business",197133421,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7529&PIID=75N98025F00004&modNumber=0&idvAgencyID=&idvPIID=75N98021D00001&contractType=AWARD
